186;302	3;891717742
109;72	5;880577892
303;871	1;879485685
452;170	4;875261261
393;4	4;889555384
48;136	4;879434689
560;1333	3;879976071
608;478	3;880403606
353;245	4;891402405
500;405	4;883865567
327;26	3;887747299
648;188	5;884882664
307;1	5;878066938
435;684	4;884131356
325;650	3;891478079
524;469	4;884636416
311;700	3;884365852
592;652	4;882956467
326;216	2;879876235
592;533	4;882608827
301;763	4;882074665
436;595	5;887770731
108;255	2;879880094
344;1	3;884899372
632;58	3;879459210
592;137	5;882608145
327;403	3;887820384
334;634	4;891547513
30;315	4;885941412
493;181	5;884130308
436;723	3;887771853
456;672	1;881374849
582;288	3;882960396
141;126	5;884585642
621;1012	5;880227233
145;123	4;879161848
271;580	2;885849386
157;515	5;874813477
557;1070	2;884357600
596;288	4;883538847
271;282	2;885847666
22;21	4;878886750
455;678	3;878585344
417;923	3;879647065
276;1118	4;874791830
66;295	3;883601456
6;177	4;883600818
99;763	5;885679138
417;62	3;879648939
385;664	3;879445335
114;659	4;881259495
622;66	3;882670480
327;201	5;887820828
299;171	4;877880961
406;919	2;879446684
648;105	3;882212560
62;199	4;879373692
622;364	1;882672922
622;373	1;882672922
447;153	4;878855756
551;1376	1;892784524
488;496	4;891294246
592;833	4;882608662
323;319	2;878738827
579;49	3;880952360
178;809	4;882827084
305;171	5;886323237
525;111	4;881086051
545;993	2;879898802
470;248	3;879189434
271;62	2;885849386
456;475	5;881372366
600;403	3;888451908
276;523	4;874787496
618;150	2;891308175
400;294	3;885676411
592;59	4;882956718
385;187	4;879441728
505;423	4;889333711
449;100	5;879958664
551;827	5;892784710
592;64	5;882956039
586;82	2;884062010
435;121	3;884133284
600;210	4;888451665
311;702	3;884365284
271;4	5;885849357
488;183	4;891293698
435;546	4;884132942
505;237	3;889333711
430;165	4;877226130
429;118	3;882386145
627;549	3;879530625
314;1016	4;877886483
378;1531	4;880056423
651;306	5;880126473
554;223	3;876232996
99;25	3;885679025
547;258	4;891282596
642;501	2;885603740
221;346	5;885081300
585;1535	4;891284816
244;222	2;880604379
642;966	5;886569140
648;154	5;884881621
592;432	1;882956321
128;478	5;879966840
168;291	4;884287668
347;245	5;881652230
44;99	4;878348812
493;117	5;884130416
533;91	2;879190991
627;720	2;879531397
585;207	5;891284016
488;211	4;891294158
159;255	3;885501660
574;245	5;891279362
638;127	2;876694861
174;340	5;886432749
365;473	4;891304106
437;154	4;880141129
630;12	4;885667854
621;151	5;880737929
524;1204	3;884635225
321;604	5;879438651
505;133	5;889334189
518;117	5;876823804
105;302	5;889214193
591;235	3;891039676
244;317	5;880602083
125;201	3;879455019
387;619	1;886481073
610;1558	3;888703475
345;234	4;884991831
286;174	4;877531537
11;731	4;891904789
475;315	4;891452177
504;323	4;887831274
621;300	3;890517589
2;10	2;888551853
342;135	3;874984395
511;322	3;890005102
608;1124	4;880404846
396;717	3;884646467
458;14	5;886394576
41;516	5;890687242
406;131	2;884630617
449;310	3;880410951
190;310	4;891033607
389;1098	4;880087096
436;186	3;887769801
81;289	3;876533229
643;189	4;891447093
455;100	4;878585826
638;161	4;876695307
378;282	4;880044454
654;258	4;887863436
593;100	5;875658824
378;1063	4;880046100
518;471	3;876822873
592;823	1;882609009
545;739	4;884134780
303;1153	3;879484899
108;284	3;879879911
542;588	4;886533562
654;318	5;887864230
480;603	4;891208239
22;1002	1;878887186
654;250	1;887863557
429;475	4;882384579
346;11	4;874948174
627;704	4;879530967
592;782	2;882956510
297;347	3;885922424
621;249	5;880738282
43;1052	1;892350297
109;928	3;880572134
548;117	4;891415384
524;181	3;884634731
545;135	4;884134060
429;484	5;882384920
311;101	4;884366397
311;684	4;884365075
566;405	5;881650943
125;751	5;892835624
121;83	4;891388210
592;820	3;882609057
648;194	5;882213535
409;482	4;881168712
128;483	5;879966785
456;346	5;887165765
291;235	2;874805860
455;518	4;879111318
403;370	3;879790344
487;206	4;883531003
455;628	4;879109692
501;288	4;883346694
566;213	5;881649670
308;531	4;887738057
632;96	5;879457902
489;308	4;891447653
551;479	3;892776380
83;70	4;880308256
548;532	4;891043910
448;902	4;891888779
308;65	3;887738301
251;248	4;886272223
362;689	5;885019504
632;159	3;879459460
407;648	3;875552647
95;207	5;880571164
73;152	3;888626496
354;135	3;891218230
579;183	4;880952038
642;596	5;885604113
407;447	3;876338249
216;237	5;880232752
466;306	5;890284231
433;303	4;880585068
592;236	3;882608061
218;659	4;877488366
501;124	4;883347919
487;1019	5;883447117
643;56	5;891446791
328;449	3;885049607
560;597	2;879976914
319;751	3;889816136
586;210	4;884059027
488;258	4;891293606
307;739	2;877122317
374;449	4;880938044
99;591	4;885678840
218;269	4;877487931
279;663	3;875310394
505;161	3;889333711
429;22	5;882384744
624;137	4;879792623
385;254	1;879453094
592;619	1;882608234
593;71	4;875661567
221;215	4;875245514
542;23	5;886532602
452;443	5;885544109
487;28	4;883446352
528;181	5;886812857
622;252	1;882591582
506;403	4;874874458
94;1073	5;891720540
460;294	2;882910637
374;197	5;882158940
533;133	5;879191085
592;682	4;882607573
593;724	3;875670796
504;1041	3;887910694
23;19	4;874784466
251;250	3;886272378
216;100	5;880232597
504;543	4;887908861
559;199	5;891034040
346;91	1;874950029
47;288	2;879439078
361;707	4;879440974
500;1009	4;883865532
437;56	4;880140325
42;203	4;881107413
417;940	2;879649337
616;689	4;891224748
11;39	3;891905824
525;252	3;881086780
511;948	3;890004916
618;161	4;891308946
610;568	4;888703648
621;1118	3;874962824
593;182	2;886193627
638;554	3;876695059
204;1296	5;892392078
316;673	2;880854083
493;742	3;884130253
576;56	3;886986444
608;673	4;880405484
506;1244	2;884517295
280;155	5;891702544
603;429	5;891956981
437;642	1;880141441
178;62	4;882827083
479;945	5;879460785
624;327	4;879791819
1;131	1;878542552
436;649	5;887771269
358;639	4;891269584
387;190	5;886483150
342;756	3;874984895
178;230	4;882826889
279;151	4;875249259
625;166	3;891960843
621;769	3;874964991
453;238	4;877554396
276;453	1;880913767
417;625	4;879649064
6;12	4;883601053
429;319	3;882387685
409;1194	5;881107750
99;332	3;885678348
381;344	3;892697905
276;367	3;874791667
44;631	1;883613297
184;50	4;889907396
608;332	4;880402982
648;69	1;884628564
504;195	4;887838510
593;125	4;875659708
313;193	4;891013887
125;412	3;892839191
632;237	3;879458570
320;233	4;884749281
654;558	3;887864471
610;402	5;888704000
41;430	5;890692860
236;196	1;890115966
625;209	3;891262633
568;988	1;877906737
407;180	4;875044597
588;220	5;890025023
533;83	2;879191902
529;294	4;882535466
576;275	3;886985695
551;975	5;892784130
429;629	3;882387163
612;322	3;875324294
95;182	2;879198210
547;312	4;891282824
634;460	3;875729710
616;750	5;891224590
381;487	5;892697083
593;584	3;875671579
56;1057	3;892683978
622;780	4;882671574
313;177	4;891015566
374;185	5;880395665
347;930	2;881653340
643;143	4;891447868
543;578	3;877546305
308;602	4;887737536
327;1070	4;887744513
301;418	3;882076751
590;100	5;879438825
627;740	1;879530501
551;156	5;892777723
596;294	4;883539079
603;380	4;891955972
381;1098	4;892696045
649;1	5;891440235
409;481	3;881107602
452;64	4;875266518
94;81	4;885870577
658;276	4;875145572
549;678	3;881671982
316;482	3;880854337
435;9	4;884131055
551;875	4;892775970
621;17	4;880739965
566;218	4;881650242
417;364	3;880953014
533;756	4;879193004
429;845	4;882386401
236;429	1;890118632
456;196	4;881374649
533;58	4;888845150
406;845	3;879540051
334;143	2;891548647
592;306	5;882607528
437;238	5;880140369
504;212	4;887909911
648;411	2;882212288
374;986	3;880936113
323;288	3;878738827
244;629	4;880606442
448;286	2;891887393
373;472	3;877111951
524;480	4;884634911
554;43	3;876369968
141;25	5;884585105
437;185	5;880140192
585;971	3;891282894
585;1323	3;891284588
548;23	5;891044410
85;328	3;884906441
280;393	4;891702323
554;14	4;876550182
307;1028	4;875746067
92;174	5;875654189
141;985	4;884585363
303;824	3;879483901
342;408	5;875318266
374;566	3;880394571
579;216	5;880952299
621;63	1;874963445
387;558	4;886480384
498;288	3;881953815
643;484	5;891448756
616;315	4;891224447
303;1023	2;879544898
551;80	1;892785300
109;111	4;880564570
244;697	4;880607335
592;215	5;882956467
92;116	3;875640251
592;1609	1;882608698
554;318	5;876369730
393;1539	2;889730460
92;383	1;876175191
533;72	2;879192157
121;118	2;891390501
582;93	5;882960844
562;477	4;879195688
621;100	5;880227104
271;405	2;885848179
542;210	3;886532706
592;250	4;882608145
524;781	1;884636583
504;218	4;887910267
276;679	3;874792520
479;173	5;879460984
56;226	4;892679277
280;294	2;891700021
245;597	4;888513326
85;606	4;886282959
612;15	4;875324455
279;169	5;875306910
300;409	4;875650329
303;474	5;879466457
378;930	2;880044906
109;227	5;880579417
622;132	4;882669851
618;168	5;891308342
43;482	4;875981421
505;77	3;889334248
435;227	4;884133372
29;182	4;882821989
328;637	3;885047865
492;69	3;879969385
447;559	3;878856172
642;1011	3;885842351
559;523	4;891035812
327;150	4;887744356
625;169	5;891263665
452;404	4;875561978
566;96	3;881650171
524;684	4;884636236
618;9	3;891308141
279;679	4;884556545
618;241	4;891309887
241;689	3;887250085
109;395	3;880583672
346;144	4;886273914
504;106	3;887831879
303;70	4;879467739
610;489	4;888703343
635;269	5;878878587
504;386	3;887912431
658;8	5;875147873
582;124	4;882961082
619;332	4;885953742
378;694	3;880055101
622;722	3;882670862
125;430	4;879454309
528;523	4;886101846
659;66	4;891385306
86;242	4;879569486
447;96	5;878855847
466;210	4;890284706
551;717	3;892785164
487;921	5;884042629
417;433	4;879648403
623;692	3;891034951
610;97	3;888703453
354;186	4;891217811
305;179	1;886323966
586;249	2;884058005
638;172	4;876694787
585;1121	4;891283339
321;519	4;879441336
436;47	4;887769930
290;211	3;880474235
341;1280	2;890757782
648;133	4;882212651
624;242	4;891961040
276;411	4;874786807
307;588	4;877118284
543;226	4;875663372
488;238	1;891375965
577;241	5;880474766
176;237	3;886048145
493;48	4;884130995
56;42	4;892676933
276;768	3;874793118
308;665	4;887741003
524;1454	3;884637128
588;215	5;890024564
437;90	3;880143289
56;53	3;892679163
393;144	3;887746174
452;427	4;875264976
241;270	3;887250026
551;118	5;892784008
378;298	3;883835761
529;245	3;882535639
282;268	4;879949438
621;383	2;874963166
146;340	4;891457714
375;573	4;886622131
554;209	4;876232997
627;724	2;879530305
215;517	5;891436543
559;318	5;891033835
634;597	4;877017923
227;1067	4;879035572
334;79	4;891546992
226;236	3;883889844
487;92	4;883446600
413;690	4;879968793
643;820	3;891446381
279;1012	5;875298447
634;129	4;875729105
622;432	5;882670009
342;433	5;874984395
478;1101	4;889396005
638;181	5;876694787
277;472	1;879544058
623;483	5;891035112
592;484	4;882956551
648;1050	4;884797033
218;642	3;881288351
593;1028	3;875659896
506;73	4;874873703
548;302	4;891042194
604;201	3;883668352
586;161	5;884062671
551;591	5;892783612
588;751	3;890014887
94;164	3;891721528
385;521	3;879446208
648;1244	3;882212373
389;923	5;880087151
276;193	4;874790952
188;118	3;875072972
429;500	1;882384772
159;7	5;880485861
452;465	5;886148336
506;147	3;888848342
276;183	5;874792402
577;11	2;880474293
297;752	4;888643376
505;96	4;889333442
538;183	4;877106768
543;586	3;877547190
393;771	3;889731793
226;89	5;883889229
658;257	4;875145667
471;422	5;889827982
654;821	3;887864907
276;725	2;877935392
648;554	4;884883323
538;31	3;877109422
85;582	4;879828014
354;81	3;891217249
492;286	4;879969099
582;181	4;882961301
585;70	5;891286256
577;423	4;880472124
381;887	3;892697941
218;591	3;881288574
361;79	4;879441286
6;302	4;883268222
437;482	5;880140051
347;550	5;881654734
592;508	5;882608021
551;172	2;892778164
95;485	5;888954129
403;129	4;879785822
480;504	4;891208822
541;477	4;883865654
221;286	4;885081264
328;328	4;885044566
334;134	5;891545973
543;519	4;875662979
642;1181	2;885607143
434;819	3;886724873
244;71	4;880606874
608;238	5;880403810
566;327	3;881649273
541;8	5;883874645
625;188	4;891262724
378;180	3;880045822
299;730	4;889501926
197;307	3;891409323
458;529	3;886398120
518;591	3;876823447
604;670	5;883668352
6;309	2;883268430
30;50	3;875061066
648;797	3;884883031
358;8	5;891269179
593;692	3;886193724
85;152	5;879454751
524;494	4;884637409
643;117	3;891445823
11;603	4;891905783
299;1	3;877877535
524;831	3;884628212
577;203	3;880474455
62;582	4;879374753
624;475	4;879793223
95;209	4;879197021
280;2	3;891701278
452;211	2;875266197
334;42	4;891545741
94;930	2;891724747
403;864	4;879786747
488;500	4;891294568
327;111	4;887819462
54;307	4;891813846
327;682	3;887737629
592;705	5;882955978
423;1238	3;891394874
318;77	3;884497078
397;641	5;885349999
489;327	5;891448409
663;588	4;889493628
605;1040	2;879425689
458;278	2;886395469
374;1010	5;880393921
524;451	3;884637202
634;1199	1;875728913
1;109	5;874965739
294;1134	3;877819761
145;316	5;888396966
648;1072	2;884882527
551;505	5;892777397
562;66	1;879195927
563;412	2;880507108
328;182	2;885045678
518;126	4;876823018
586;651	3;884059287
598;350	4;886711452
397;100	5;882839517
498;186	4;881960591
642;1178	3;885606067
588;723	2;890026459
354;286	4;891180445
417;51	3;879648526
460;250	2;882912261
630;258	3;885666143
389;416	4;880087996
465;511	4;883530991
70;429	3;884150369
642;552	4;886569347
648;98	4;884368313
321;170	4;879438651
643;203	4;891446956
191;331	4;891560631
250;993	5;878089881
493;455	5;884131690
627;172	3;879531196
541;118	4;883871670
303;22	5;879467413
385;433	4;879442673
271;487	4;885848770
577;338	3;880469983
625;213	4;891999608
1;182	4;875072520
47;874	3;879439078
493;483	5;884131534
43;969	5;875981159
588;282	5;890015894
227;129	5;879035387
458;98	3;886396240
301;163	3;882076264
341;330	5;890758113
504;527	4;887838624
108;124	4;879879757
219;936	4;889387284
291;924	4;874833962
286;888	5;884583549
466;56	4;890284706
291;90	5;874871800
623;629	3;891034973
592;1039	4;882955582
479;213	4;879461039
498;136	3;881958174
635;748	2;878878838
608;337	4;880402982
94;735	5;891721528
429;298	5;882386145
406;487	3;884630973
487;412	1;883445220
643;597	2;891446301
593;83	5;886194064
198;237	2;884206191
311;64	5;884364502
145;88	5;875272833
524;1129	2;884832580
659;507	5;891383561
542;195	3;886532294
505;510	3;889334477
642;53	2;885604940
449;936	5;879958721
271;173	4;885848672
643;928	4;891445660
505;660	3;889334477
373;746	4;877098714
588;832	1;890027865
290;199	3;880474799
373;1119	5;877105708
435;163	3;884131489
489;261	2;891449155
597;293	5;875340939
504;660	4;887839195
417;257	3;879646244
458;651	3;886397988
393;354	4;889554151
543;410	3;877453103
592;174	5;882955918
103;211	3;880420565
630;243	2;885666301
500;996	1;883875241
279;301	4;878082781
39;748	5;891400704
437;265	3;880142942
370;480	4;879434886
407;710	4;875046460
506;198	2;874873703
592;919	5;882608061
398;430	4;875659265
326;616	5;879875724
385;183	3;879442706
64;531	3;889740718
605;133	5;879424661
545;1	5;879901359
479;183	5;889125563
630;71	3;885667854
23;211	4;874786512
94;654	5;885872684
398;2	3;875718614
429;566	3;882386357
373;166	5;877098262
659;646	4;891332122
642;65	4;886132172
616;272	5;891224517
156;806	3;888185777
593;158	3;875671891
458;301	1;889323539
236;750	5;890117676
592;1265	1;882607690
517;1	3;892659892
373;239	3;877105708
504;223	5;887832364
1;71	3;876892425
500;464	4;883875274
564;345	4;888718521
198;195	3;884207267
592;521	5;882955703
504;1444	3;887911133
99;240	4;885679279
618;477	2;891308791
592;546	4;882608500
524;516	4;884634578
545;633	3;884133963
290;930	3;880732131
171;305	2;891034606
423;471	3;891395626
291;974	1;874833962
1;223	5;876892918
114;615	2;881260441
493;65	4;884132146
141;676	5;884585001
227;1143	4;879035803
23;102	3;874785957
642;259	5;885605095
525;125	3;881085709
597;15	5;875341758
291;219	4;874867785
591;1111	4;891031603
85;23	4;879454272
633;79	5;875325128
44;64	5;878347915
437;946	3;881002092
585;1009	5;891285491
560;246	5;879976109
92;72	3;875658159
387;193	5;886484065
43;28	4;875981452
11;15	5;891903067
458;582	1;886398488
493;12	3;884132225
345;66	3;884993069
548;654	5;891044411
588;97	2;890023587
586;496	3;884059426
608;4	3;880406168
538;381	3;877110175
236;181	4;890115933
250;116	4;878089921
572;476	4;879449573
569;458	2;879794498
453;1230	2;888202271
582;7	5;882961082
294;148	3;877820155
664;179	4;876523654
311;796	3;884365889
568;435	2;877907721
542;127	5;886532294
373;627	4;877105901
174;546	3;886514323
406;451	2;880131954
518;864	3;876823324
406;5	4;880132276
215;28	4;891435416
633;234	4;877212594
618;173	3;891307404
43;301	5;875975135
95;67	2;879198109
99;1079	3;885679504
627;685	3;879531351
236;934	4;890117570
23;131	4;884550021
541;651	5;883864782
664;89	5;878092649
540;323	3;882156851
158;583	3;880134477
389;65	4;880088171
663;181	4;889493732
625;546	2;891273897
106;495	4;881451016
387;92	4;886483098
488;185	4;891376137
347;290	3;881653132
551;1169	4;892778297
649;1016	4;891440511
231;597	3;879966146
592;1047	1;882608736
429;1048	2;882386966
538;710	3;877107726
409;286	5;881104697
85;732	3;879455238
591;580	2;891031526
244;1109	4;880607116
429;96	4;882387053
528;615	4;886101715
577;58	4;880474414
622;1303	2;882672060
577;545	3;880476578
659;601	3;891386241
501;1007	4;883995203
618;762	3;891309636
142;186	4;888640430
109;542	3;880582045
638;144	5;876694861
313;215	4;891015011
577;866	5;880470570
524;436	4;884636864
538;735	3;877108785
374;248	1;880393191
476;386	2;883365135
525;250	3;881085917
368;183	5;889783678
517;222	4;892660033
62;380	5;879375626
545;413	4;879899977
479;295	1;879460424
589;294	5;883352600
492;212	3;879969367
297;419	3;875240016
643;443	4;891446919
663;1047	4;889492679
345;762	5;884991285
657;690	4;884238002
642;1079	5;885605987
157;597	3;886890406
328;204	3;885045993
280;496	5;891700321
409;523	4;881106682
276;82	4;874792402
430;328	4;877225327
524;301	4;884321179
659;607	5;891331825
51;210	4;883498844
353;905	4;891402674
665;762	4;884290480
506;261	3;885135514
665;287	4;884290575
311;660	4;884365252
387;206	4;886483429
554;692	4;876549579
334;865	2;891549631
605;827	3;879429729
387;1018	3;886483526
663;245	4;889491891
56;655	4;892676996
303;251	4;879544533
320;204	5;884750717
529;326	4;882535304
593;77	4;875671619
551;421	4;892778202
291;411	4;874834220
493;171	5;884130825
664;73	2;878090764
593;451	3;875672999
579;603	5;880952006
397;1001	1;885350326
582;760	3;882962886
77;31	3;884753292
618;959	4;891309756
633;410	2;875325865
303;85	3;879484588
588;272	5;890014748
435;845	3;884132100
291;1012	4;874805892
174;246	5;886433833
500;45	4;883874170
588;110	3;890027247
500;531	3;883873911
506;55	4;874873287
429;114	5;882385663
598;313	5;886711452
489;243	4;891445389
382;122	3;875946440
276;1098	4;880913684
594;126	3;874781173
158;576	4;880134607
125;172	5;879454448
167;530	5;892738453
643;712	3;891449249
540;310	4;882156710
291;282	4;874833788
297;529	3;875238778
648;252	4;882212374
241;310	4;887249576
387;196	2;886484012
518;1011	4;876823645
429;233	3;882385593
623;88	4;891034973
170;304	4;887646133
308;614	3;887739757
398;194	5;875717638
524;77	3;884637095
429;631	4;882385243
373;568	4;877100199
550;125	4;883425958
345;639	4;884993139
317;354	4;891446251
466;96	5;890284819
95;65	4;879197918
437;1036	5;880143562
409;708	4;881109019
573;185	3;885844605
344;367	5;884901560
584;172	4;885778080
574;302	4;891278860
493;22	5;884131114
493;238	3;884131985
443;687	3;883504889
11;430	3;891905032
500;475	5;883865232
197;403	3;891410038
608;961	4;880405431
326;173	5;879874989
642;240	3;885606137
657;300	2;884237751
541;432	4;883874716
648;203	1;884796571
591;514	4;891031383
177;322	2;880130534
500;135	5;883875041
299;792	4;889503112
326;229	3;879876941
493;209	5;884130933
600;50	4;888451492
467;117	2;879532437
334;856	4;891545926
592;313	5;882955258
621;881	2;883798770
393;291	4;887744202
375;233	4;886621985
541;62	4;883871644
452;521	3;885545770
619;226	5;885954133
618;1468	3;891308665
603;923	4;891957139
176;298	4;886047918
342;846	2;875318688
373;679	2;877107355
541;121	3;883871695
331;1296	5;877196820
197;241	3;891409893
387;258	4;886480818
665;527	3;884294880
458;289	2;889323582
551;402	4;892784049
542;150	2;886532908
352;156	4;884290428
175;133	4;877107390
378;1145	3;880334409
622;15	4;882590670
407;201	4;875045240
492;291	4;879969692
452;490	4;875261350
358;512	5;891269511
577;1209	4;880476578
666;56	4;880139090
121;644	4;891388035
592;342	2;882607745
37;841	3;880915711
577;4	4;880474635
501;118	3;883348474
56;395	3;892911625
159;1023	2;880557741
605;237	3;879424661
501;410	4;883348207
608;301	1;880402633
498;210	2;881957054
666;173	4;880139253
593;9	3;875659306
642;623	4;886570010
56;265	4;892676314
648;33	1;884881722
374;423	3;880394484
409;1073	4;881107750
73;748	2;888792247
498;56	3;881957353
585;1344	3;891282573
605;9	4;879365773
429;742	4;882386711
244;949	4;880606874
548;121	5;891415939
55;79	5;878176398
666;1047	3;880313858
569;121	3;879794699
632;172	5;879457157
305;770	3;886324521
592;253	1;882608279
524;435	4;884635053
389;661	4;880165168
479;274	4;879460370
195;1414	2;874825826
70;173	4;884149452
286;483	5;877531661
605;98	5;879425432
125;122	1;892839312
579;238	3;880952201
566;461	4;881649853
524;44	4;884636416
313;195	5;891013620
455;275	4;878585826
648;178	4;884368273
411;1197	4;892846971
398;117	4;875653091
280;402	4;891701249
498;222	3;881961877
460;248	4;882912342
663;411	3;889492877
622;165	5;882591938
638;514	2;876695714
301;797	4;882078558
582;237	3;882960941
387;321	3;886484384
158;238	5;880134913
525;596	4;881086195
663;658	4;889493467
538;11	4;877109516
487;471	3;883441956
398;496	5;875721111
248;22	2;884534752
591;367	3;891031403
135;1217	2;879857956
70;28	4;884065757
488;429	4;891375991
627;399	3;879531557
344;203	4;884901328
664;433	3;876525998
624;347	4;891961140
276;759	1;874796412
279;210	4;878261893
551;38	1;892784553
282;333	3;879949394
524;845	5;884323426
648;675	2;884883424
353;331	4;891401992
557;892	3;884357648
389;732	4;880087850
545;181	5;879898644
99;1132	4;885679319
109;15	4;880577868
634;275	3;875728834
624;815	3;879793174
574;1313	4;891278916
406;8	4;879445562
126;337	5;887938392
240;353	1;885775959
279;1486	1;875314076
560;134	5;879975406
621;755	3;874965299
331;269	5;877196819
75;56	5;884051921
299;28	4;877880474
659;272	4;891044849
634;1048	3;875729668
630;412	1;885667508
586;156	4;884064459
374;222	4;880392778
248;283	1;884535157
610;143	5;888703290
85;230	3;882813248
458;121	1;886395022
602;871	3;888638589
608;506	4;880406728
579;303	3;880951494
373;281	3;877103935
542;501	4;886533562
493;196	4;884130933
600;233	2;888452071
396;546	4;884646647
11;662	3;891904300
505;164	4;889334189
6;71	4;883601053
378;245	3;880906161
365;285	4;891303999
648;507	1;884796598
666;122	2;880313723
642;22	4;885602285
458;179	4;886397808
334;736	3;891548979
45;288	3;880996629
634;471	4;875729478
524;380	2;884637202
540;596	4;882157126
658;1	4;875145614
577;25	4;880470504
37;96	4;880915810
346;520	5;874948105
334;712	3;891549594
74;690	4;888333352
579;428	4;880952335
624;258	4;879791792
479;588	1;879461378
545;196	4;884133859
178;1038	2;882823566
99;975	3;885679472
549;1047	3;881672700
439;240	3;882893859
191;340	4;891560842
459;472	5;879563226
466;995	5;890284231
159;326	3;880485345
619;1314	3;885954341
303;82	4;879467465
518;300	3;876822581
592;631	3;882956624
664;229	3;876526631
378;977	3;880334305
459;174	4;879566291
592;283	4;882956241
666;223	3;880314144
627;215	1;879529767
62;463	4;879374916
385;320	3;885367060
487;17	3;883531279
290;720	3;880475695
466;294	3;890282986
196;1241	3;881251642
375;603	4;886621917
393;775	4;889731390
286;739	3;877532683
286;137	4;884203281
290;650	2;880475625
109;508	4;880571629
411;4	4;892845634
144;478	4;888105337
659;569	2;891386910
618;433	2;891309410
654;546	4;887863885
642;294	5;885601998
393;755	3;889729831
22;201	4;878886449
542;47	5;886532855
328;260	2;885044940
500;476	2;883865851
158;367	4;880134913
573;162	4;885844007
429;804	3;882387599
557;299	4;881095916
458;183	4;886396460
385;207	4;881530739
413;471	4;879969642
668;345	2;890349041
664;187	5;876524699
566;127	5;881650219
621;417	3;874965299
654;222	5;887863534
86;338	1;879570277
500;514	5;883873941
23;55	4;874785624
398;432	3;875718670
329;11	3;891656237
664;659	5;876526518
590;1129	3;879438735
404;310	4;883790750
368;98	3;889783407
370;603	5;879435244
385;430	5;880870206
33;323	4;891964373
353;346	4;891402757
55;22	5;878176397
500;568	1;883874715
409;343	3;881105677
435;214	4;884131741
579;269	3;880951346
250;222	4;878089547
648;497	4;884796769
417;582	3;879647749
643;87	5;891447663
459;7	5;879563245
184;40	4;889910326
643;794	3;891450376
271;347	3;885844634
648;748	3;882211886
184;664	3;889911712
666;1170	4;880568352
308;739	4;887739639
654;66	4;887864727
664;118	3;876526604
493;271	1;884129823
447;367	3;878856232
453;1016	4;877552991
459;1190	4;879563169
11;646	3;891904389
574;910	1;891279362
671;947	3;884035775
619;288	3;885953931
648;191	5;884368002
569;125	3;879794348
347;595	2;881653244
62;128	2;879374866
250;95	5;878090499
85;513	4;879454350
500;25	3;883865755
313;735	3;891014649
605;318	5;879426144
70;404	4;884149622
669;505	3;891517159
648;107	4;882212200
78;288	4;879633467
409;285	4;881168712
171;346	4;891034835
593;117	4;875659497
479;356	3;879461951
406;638	4;879446684
286;1502	2;877535499
632;79	5;879457317
548;14	1;891043182
648;564	1;884883724
582;1215	4;882963027
99;173	4;885680062
668;231	2;881605433
99;210	5;885679705
204;301	4;892389328
663;956	4;889493732
429;53	1;882386814
632;97	4;879458856
624;285	5;879792557
618;597	4;891309041
543;936	4;888209568
676;265	5;892686703
533;12	4;879438543
585;1485	3;891283124
643;152	4;891446956
407;479	4;875045240
125;401	4;892838656
186;1083	1;879023599
299;478	4;877880612
643;216	4;891448136
663;7	4;889492841
62;723	2;879375738
42;135	4;881109148
562;89	1;879195819
648;685	5;882211924
659;602	4;891385986
624;108	3;879793198
586;239	3;884067058
654;69	4;887864641
648;118	4;882212200
291;1220	5;874868382
328;118	3;885048396
632;68	1;879459394
487;273	5;883443504
663;117	4;889492390
145;1023	1;885557545
658;137	3;875145572
455;471	4;879109692
600;586	2;888453083
429;123	4;882386448
674;127	5;887762799
666;203	4;880139180
44;67	3;878348111
393;841	3;887745199
77;252	1;884733379
593;807	4;875672999
393;24	3;889729674
176;117	4;886048305
548;443	4;891044446
374;322	4;880392482
504;162	4;887832741
479;283	4;879460140
303;1092	1;879544435
574;345	2;891278860
551;476	5;892784259
1;46	4;876893230
559;216	5;891035876
94;944	1;891723619
460;1	2;882911203
397;192	5;885349610
557;288	1;884357600
271;477	3;885847955
589;538	5;883352494
389;471	4;879916077
393;628	4;887744626
393;477	3;889727833
327;87	3;887818620
470;458	4;879178542
592;963	5;882955663
314;106	2;877886584
551;230	5;892782901
303;402	4;879485250
203;258	3;880433368
634;341	2;890779883
44;163	4;878348627
279;591	2;875297381
409;1360	2;881106087
313;744	3;891016986
448;344	4;891888244
592;339	3;882607572
178;476	3;882824713
592;11	5;882955978
551;431	4;892777583
344;1082	2;889814622
417;559	4;879648979
585;1193	5;891282894
323;876	2;878738949
471;50	3;889827757
305;282	3;886323806
109;17	4;880582132
221;1217	4;875247421
666;182	4;880139526
501;7	4;883348236
524;504	5;884634877
458;704	2;886397857
504;141	3;887909578
430;181	4;877225484
188;566	5;875074200
589;892	4;883352762
666;638	3;880139563
592;216	4;882955978
316;515	4;880853654
81;25	5;876533946
397;199	5;885349790
308;962	4;887738104
622;1	3;882590344
271;603	4;885848802
638;515	4;876694704
387;318	3;886479610
506;66	4;874874676
488;98	4;891293698
437;176	2;880143809
447;27	3;878856601
162;403	3;877636713
144;124	4;888104063
630;250	1;885666650
45;597	3;881014070
664;478	5;878090415
435;1215	3;884134810
608;215	3;880406299
70;264	4;884063668
453;975	2;887942451
297;582	4;875238814
638;230	5;876695259
576;514	5;886986400
630;191	3;885668090
488;265	4;891294473
627;182	4;879529916
