224;29	3;888104457
727;801	2;883713194
399;291	3;882510126
561;550	1;885810117
752;313	3;891207791
21;800	1;874951727
655;800	2;887430197
222;585	3;881060062
116;50	3;876452443
454;55	2;888267617
234;1330	3;892078343
3;319	2;889237026
595;9	4;886922069
445;752	1;891199167
774;527	1;888556698
254;126	3;887347350
660;195	4;891406212
201;685	3;884112352
13;50	5;882140001
451;329	4;879012721
561;380	2;885809524
181;875	3;878961623
750;294	4;879445961
363;38	3;891498407
149;268	4;883512715
442;234	4;883389983
733;1173	2;879535814
497;603	3;879361802
774;89	2;888557198
693;419	2;875484501
497;849	2;879310913
727;312	3;883708435
537;99	2;886031375
463;1067	2;877385531
650;216	4;891381546
497;423	3;879363586
68;763	1;876973917
698;194	4;886366454
601;427	4;876348736
652;395	3;882567383
49;320	5;888067334
13;406	1;882397011
401;127	1;891032170
521;96	4;884477853
445;591	2;891200020
570;305	5;881262256
442;746	3;883388354
463;93	4;877385457
13;473	4;882398724
405;64	5;885544739
729;333	4;893286638
655;417	2;888771346
380;582	4;885478583
690;716	1;881179469
13;348	2;886952246
756;642	2;874829924
682;252	3;888518773
181;1047	2;878962866
724;245	2;883757874
246;809	2;884923767
578;355	1;888957758
521;732	3;884478135
787;899	3;888979074
451;305	3;879012647
778;1273	3;890726925
461;242	3;885355735
207;204	3;875506737
653;819	3;880149751
234;1446	3;892335739
660;22	4;891199262
655;190	3;887427338
445;181	2;891199945
774;294	1;888555792
699;933	3;878882226
774;229	2;888557329
690;663	4;881177376
595;109	2;886921365
727;204	3;883710395
727;195	4;883710375
761;214	1;876190510
13;897	1;886952422
755;689	3;882570077
693;488	4;875484539
756;1119	4;874828349
655;345	3;887473803
774;403	2;888556814
795;172	3;880570209
660;215	3;891199082
756;234	3;874829924
224;70	2;888103812
790;154	4;885156290
224;715	1;888104487
496;109	3;876064357
153;79	5;881371198
795;117	4;880558122
756;753	2;874832788
587;886	2;892871171
537;221	3;886029841
363;187	2;891494725
222;1045	3;881060412
405;715	1;885546445
561;693	3;885808620
708;50	5;877325186
782;683	1;891498213
681;288	1;885409810
727;401	2;883713521
736;246	4;878708929
660;177	2;891200014
782;249	2;891499399
637;926	2;882904898
727;201	4;883710717
774;673	2;888556545
201;64	3;884111436
614;1	5;879464093
660;898	4;891197561
293;427	4;888906288
101;412	2;877136842
486;591	4;879874662
521;163	3;884478483
774;54	1;888556814
690;94	4;881177836
15;111	4;879455914
570;748	3;881262497
380;121	3;885479896
399;5	3;882345001
782;984	2;891498821
795;367	3;883252202
782;329	3;891498213
194;89	3;879521328
521;99	3;885253937
222;422	2;878183657
13;832	4;882399156
774;172	3;888557198
637;325	1;882899928
761;546	5;876190468
790;157	2;885156193
497;163	2;879363181
761;148	5;876189829
655;385	3;887429669
693;118	2;875483597
698;230	3;886367337
15;934	4;879456507
790;1063	5;885156478
537;433	4;886031634
595;475	5;886921166
655;536	3;887650512
425;385	2;878738813
246;69	3;884921202
614;871	2;879465376
102;431	3;888801407
774;644	4;888556777
13;37	1;882397011
660;117	3;891197934
537;290	2;886030254
399;121	3;882341403
782;1538	3;891500109
727;549	3;883712219
653;127	5;878853780
575;127	2;878148137
655;81	3;887427371
129;304	3;883244707
653;756	1;878854996
698;513	2;886366558
660;186	3;891199781
181;1350	1;878962120
655;306	3;887424883
724;680	1;883758119
650;495	3;891372316
693;1311	1;875482939
537;466	4;886031149
650;496	4;891369707
425;538	2;890346866
451;359	2;879012721
655;1069	1;887473535
774;1028	2;888558829
206;1432	1;888180082
363;282	2;891495596
425;121	4;878738813
655;708	3;887427307
181;981	1;878962279
20;274	4;879668248
683;303	3;893283104
442;219	3;883390009
405;675	1;885548275
172;463	4;875537502
733;279	2;879535968
222;742	5;877563597
609;1012	1;886896237
660;208	4;891199201
405;921	1;885549634
750;306	4;879445877
617;1073	3;883789105
655;1368	5;888474285
601;504	4;876350300
614;841	2;879465398
561;195	3;885808963
637;333	3;882900888
682;1410	3;888517324
745;174	3;880123179
774;563	1;888557883
655;87	3;887476943
733;19	5;879535338
637;1	4;882902924
454;423	4;881959607
222;402	4;878185044
708;21	1;877325316
110;366	3;886988341
181;1365	1;878963086
405;42	1;885547313
683;316	4;893286208
234;279	3;892333980
454;185	2;881960265
486;332	3;879874187
363;235	5;891497130
782;1390	3;891500028
713;307	3;888882311
234;97	2;892334267
655;324	3;890103072
682;259	3;888518424
149;300	3;883512715
724;1617	1;883757703
660;145	2;891202022
655;249	3;887474630
650;434	4;891382218
650;627	2;891387520
733;7	3;879535603
727;790	2;883711616
496;268	4;876063784
209;813	5;883417810
486;117	3;879874939
795;1036	2;883255578
49;432	5;888066979
451;938	4;879012772
222;476	3;877563739
755;690	5;882569574
733;121	3;879536723
399;450	2;882350791
787;361	3;888979075
275;470	3;880314772
795;636	3;883253661
223;820	4;891550371
497;1177	1;879363111
442;209	4;883388283
82;197	4;878769847
561;656	4;885807455
682;240	4;888521637
650;1031	3;891369480
595;1023	1;886921977
13;758	1;882397084
727;271	4;883708149
655;1099	3;887428965
756;92	3;874828027
655;750	2;887472879
693;650	3;875482364
727;765	2;883712780
803;286	5;880054592
682;687	2;888518871
234;625	3;892336286
275;450	3;876198296
101;151	3;877136628
201;1423	3;884140853
637;323	1;882899182
655;165	3;887650512
336;26	5;877757877
405;231	3;885548094
454;260	1;888000454
194;488	3;879521475
486;1302	3;879874515
537;678	1;886029181
733;298	2;879535502
181;259	1;878961668
537;20	3;886029974
719;778	3;883982002
733;248	3;879535752
405;728	4;885547690
727;747	2;883712519
655;257	3;887474020
756;554	1;874829152
792;111	3;877910126
537;1103	4;886031407
425;669	3;878737908
229;751	3;891632164
774;127	4;888557198
405;29	4;885545639
194;282	3;879539614
637;338	4;882900888
730;109	4;880310390
660;1411	2;891201294
454;956	2;888266955
496;421	3;876066229
650;404	3;891369443
614;147	5;879464332
752;271	5;891208452
526;288	4;885681910
650;1149	4;891383856
782;878	3;891498918
255;827	2;883216958
497;552	3;879362155
774;28	3;888556698
724;304	4;883757703
104;847	2;888465263
727;539	2;883708523
194;651	3;879520991
454;99	3;881960296
682;570	2;888517948
601;143	3;876351073
774;185	2;888557683
745;8	4;880123627
537;322	1;886029153
682;423	5;888519206
442;576	2;883390703
792;595	3;877910305
445;330	2;891199274
223;339	4;891549212
399;1210	2;882348690
35;327	3;875459017
682;167	2;888522101
201;972	3;884140522
463;751	4;889943769
497;202	4;878760023
161;316	5;891170275
639;111	2;891239613
795;100	5;880555946
699;221	4;878882667
268;405	2;875742822
782;1658	2;891500230
515;269	2;887658844
405;1021	1;885549543
774;871	1;888558876
752;310	1;891207791
181;744	2;878962720
497;797	3;879362586
655;632	3;887523224
617;313	1;883788511
193;161	3;889125912
502;243	3;883702945
617;669	1;883789635
727;54	3;883711045
454;961	1;888267279
181;1252	1;878962168
234;199	5;892079040
708;313	5;892718687
617;480	4;883789179
193;755	4;889126919
727;294	4;883708087
685;325	3;879451401
752;340	4;891208077
650;612	4;891369656
655;387	3;888984538
521;240	3;884476067
552;1051	3;879222238
578;343	2;888957735
774;52	3;888556659
425;234	3;878738853
463;301	5;889936512
702;288	1;885767306
698;421	2;886367366
685;327	2;879451234
693;514	4;875484431
587;332	4;892871171
790;174	4;885155572
561;155	2;885810785
724;310	5;883757170
782;346	2;891497854
650;96	4;891369479
595;358	2;886920714
719;121	1;879372253
745;527	3;880123486
544;343	2;884796062
790;38	2;885157929
690;281	3;881180005
724;880	3;883757834
194;629	3;879552401
708;763	4;877326158
255;117	2;883216845
660;774	3;891200594
774;105	1;888558946
774;520	3;888556398
690;12	4;881179631
486;319	3;879874388
795;502	3;883251421
194;540	1;879554950
201;183	4;884112245
682;38	3;888521116
15;220	4;879456262
268;92	4;875310745
13;398	2;882398410
268;578	2;875744388
790;284	4;884461888
655;594	3;887430778
497;208	3;878759806
782;246	3;891499321
698;222	4;886366611
690;376	3;881177910
750;271	4;879445911
727;424	1;883713454
790;412	4;885158495
254;118	4;886475406
104;332	2;888442305
463;845	3;877385830
510;457	2;887667969
222;156	4;878183777
790;1183	2;885157956
363;552	4;891497853
486;975	3;879874783
363;919	5;891494659
655;466	3;887474630
281;289	3;881200704
425;168	5;890347172
497;652	5;878759777
682;549	3;888517415
485;748	2;891041551
207;526	4;875509507
698;434	4;886366515
13;70	3;882140691
5;450	1;875635962
601;163	4;876350400
733;242	4;879535011
660;1020	4;891199833
724;908	1;883758208
269;163	2;891449751
497;233	2;879310883
769;15	3;885423824
699;929	3;879147366
537;178	4;886030767
660;68	4;891199391
521;402	3;885253501
724;288	4;883757597
682;150	4;888517197
733;1171	3;879535780
755;304	4;882569881
254;343	2;886470904
537;614	3;886031473
655;1171	3;887426200
699;268	4;884152267
727;187	5;883710104
486;10	4;879874871
790;139	2;885157748
699;252	4;879148050
787;269	3;888979547
690;712	4;881177880
293;232	2;888907384
727;284	3;883709607
222;1035	2;881060015
774;179	5;888556634
380;549	3;885479926
595;952	5;886921424
486;245	3;879875441
601;156	4;876348782
655;48	4;887472744
587;895	4;892871113
82;79	3;878769334
774;238	5;888555928
745;203	3;880123696
194;516	3;879522021
222;363	2;877563852
254;665	2;886475234
650;849	2;891381745
561;345	4;885806823
3;325	1;889237297
639;510	3;891239862
655;1009	2;887523271
561;46	4;885808796
561;1015	2;885810060
161;210	2;891171698
782;288	4;891498079
655;215	2;887472943
693;357	5;875482169
181;595	2;878962918
727;356	3;883712365
699;244	3;878882319
268;156	3;875745398
792;124	4;877909865
755;269	5;882569604
727;69	4;883710186
682;977	3;888521090
724;872	1;883757537
401;302	3;891031464
380;98	4;885478698
537;523	3;886030682
682;100	3;888517011
561;168	4;885807261
727;1088	2;883709884
797;307	2;879439190
425;520	3;890347085
790;123	3;884461413
405;43	1;885546680
561;955	3;885808738
496;1229	1;876071097
782;294	3;891498381
655;265	3;887477314
653;722	1;880152800
698;489	3;886367849
578;1098	2;890939753
736;248	4;878709365
207;302	4;891759118
782;310	4;891497963
681;304	3;885409742
537;435	3;886031933
561;367	3;885809583
234;30	4;892335951
399;15	5;882340828
405;71	1;885548836
756;100	5;874831383
656;269	3;892318343
690;159	3;881180005
82;286	4;876311004
609;475	2;886896281
782;308	4;891498030
133;343	2;890589188
254;29	2;886474847
133;269	4;890588766
363;449	3;891498863
561;276	4;885807713
561;203	4;885807261
778;265	4;890726003
650;654	3;891369890
745;286	1;880123905
201;396	3;884114682
100;272	4;891375629
104;50	5;888465972
463;870	2;877385615
727;282	4;883709157
795;4	4;881253238
206;360	1;888180081
733;1658	3;879535780
727;1218	4;883712068
650;416	3;891387312
537;346	3;886028544
650;715	3;891383206
496;10	5;876064845
653;381	2;880606620
655;207	3;888893279
617;219	4;883789536
509;345	1;883590115
293;589	4;888906677
617;201	1;883789465
497;420	3;879309993
650;571	3;891387915
727;72	3;883712476
655;1501	3;887523200
82;822	2;878769262
653;563	1;880153406
782;678	3;891498767
708;255	5;877325601
639;750	2;891238514
521;31	3;884478135
454;842	2;881960266
752;288	5;891208452
756;161	3;874831194
102;288	2;887051621
537;180	4;886031342
399;779	4;882350850
181;1328	1;878962240
561;2	3;885809752
708;748	4;892719033
693;660	3;875483020
5;235	4;875635384
655;152	3;890887261
575;294	1;878146447
234;867	4;892826174
268;562	4;875744357
698;205	4;886367013
234;130	1;892336194
13;586	3;882398326
708;304	4;892718876
104;271	1;888442370
652;245	4;882567058
795;235	3;880560263
708;148	4;892719246
762;237	3;878719294
655;302	4;887424720
774;208	2;888555897
552;250	3;879222336
561;1035	3;885810390
537;543	5;886031074
268;268	5;876513491
790;232	4;885156773
587;355	3;892871610
655;919	2;888474490
774;672	1;888557772
795;407	3;880560679
814;565	3;885411347
255;443	1;883216544
761;678	2;876189689
655;275	4;887425845
181;1161	1;878962119
650;526	4;891369554
639;178	5;891240543
693;509	3;883975500
5;169	5;878844495
595;748	2;886920655
110;468	3;886988202
682;79	4;888520705
792;1132	3;877910160
561;196	4;885808620
336;151	1;877759473
552;826	2;879222002
526;508	4;885682590
699;1615	3;883884998
399;268	3;882340284
655;1223	3;891585242
655;89	4;887650683
730;300	3;880309964
655;770	2;892011201
682;294	3;888516841
268;88	2;875743760
570;258	3;881262189
521;109	5;884475845
702;300	3;885767461
101;411	2;877136891
626;313	5;887772871
222;109	3;878184136
234;492	3;892078936
655;1421	3;887523477
790;449	2;885157594
222;185	4;881059419
787;292	3;888979236
63;1	3;875747368
724;344	1;883757468
561;22	3;885809223
655;921	3;887474656
650;631	3;891383424
682;282	4;888519918
660;33	2;891200193
790;376	2;885157533
510;323	4;887667752
795;186	3;883249522
653;385	4;878854190
682;476	1;888522100
660;680	2;891405088
116;607	2;876453961
727;542	2;883712993
234;520	4;892078890
254;432	2;886473158
617;183	4;883789386
224;699	4;888103703
769;546	4;885424242
660;106	2;891903867
803;271	2;880054833
425;118	1;878738596
531;338	1;887048938
708;756	2;877326062
698;220	3;886367874
405;1261	1;885546529
655;955	3;887860615
454;98	1;888266433
20;496	5;879669244
181;285	2;878962816
262;56	4;879792027
756;176	4;874828826
552;932	3;879222194
601;389	2;876350537
726;257	3;889831166
655;297	4;888474107
207;143	4;878191679
690;739	3;881180564
727;42	5;883710375
650;155	2;891384249
521;967	3;885254071
425;398	1;878738597
639;97	1;891240495
293;213	3;888906905
653;128	3;880606620
769;934	4;885424462
733;14	5;879535368
727;131	2;883711699
682;11	4;888517049
653;930	4;880148885
655;188	3;888474807
268;39	3;875309914
795;675	3;883251659
752;896	3;891207846
699;250	4;879148050
790;29	2;885158082
537;234	3;886031211
655;1378	3;887523176
708;597	2;877326345
774;1182	1;888556278
451;884	1;879012890
727;95	4;883710948
637;274	5;882904065
561;67	1;885810240
595;246	4;886921068
774;31	1;888558284
254;629	2;886472337
782;264	4;891498381
224;328	4;888081947
795;514	4;883250472
655;1053	1;887489159
15;237	3;879455871
497;1	4;879309955
653;195	5;878854100
211;275	2;879460096
268;230	3;875310824
194;133	3;879523575
745;646	4;880123416
13;264	4;882140848
660;64	3;891199035
82;1063	3;878769815
401;892	1;891031867
201;315	3;884111029
655;1167	3;887428384
82;1128	1;884714361
656;322	1;892319238
655;405	2;887429900
778;239	4;890726303
234;552	2;892336322
736;515	5;878709365
650;525	3;891369954
650;530	4;891372233
795;797	3;883254750
660;191	4;891406212
639;727	2;891239613
782;1279	3;891499660
194;143	3;879524643
655;631	4;887473570
727;1273	3;883713286
682;53	2;888519519
222;237	4;877563437
745;183	3;880123205
790;790	2;885157928
201;192	4;884111637
496;607	3;876065822
100;881	1;891375186
537;238	4;886030966
650;373	1;891382877
752;347	4;891207846
486;151	2;879875041
490;847	3;875427873
442;64	5;883389682
782;248	4;891499321
655;887	3;887650979
774;1305	3;888555829
699;118	4;879148051
521;172	3;884478049
405;662	1;885546155
380;959	2;885479455
380;684	3;885478886
782;687	2;891498865
537;709	4;886031342
682;21	4;888522194
681;286	5;885409370
752;326	1;891208299
682;419	3;888523054
762;1662	1;878719324
655;974	2;887477025
515;286	2;887660131
682;238	3;888521540
685;873	2;879451401
380;222	3;885478519
255;273	2;883216845
790;109	3;884461775
201;1170	4;884141053
497;181	5;879310580
13;835	3;882139901
795;80	3;883254212
537;988	1;886029488
234;286	3;891033314
655;1322	2;887523641
405;518	1;885546287
454;724	3;888267158
537;746	3;886031149
405;453	3;885548385
729;683	2;893286511
778;193	4;890769241
302;358	3;879436981
653;455	3;878854051
693;581	3;875482731
110;642	2;886989126
268;1413	2;875744388
713;340	3;888882133
660;1419	1;891202022
782;1241	2;891500150
521;95	3;885253266
561;28	2;885808053
683;56	5;893286364
650;735	3;891369588
778;1035	1;890804607
655;651	4;887564613
682;7	4;888522455
790;229	3;885156686
587;750	3;892871113
653;228	4;878854190
617;238	3;883789249
650;212	3;891383713
454;385	3;888266810
682;31	3;888520705
655;425	3;887477409
733;237	3;879535338
521;13	2;884476240
778;616	4;890726086
5;431	3;875636099
745;515	4;880122863
828;1646	4;893186124
655;1632	3;888685759
537;657	3;886030966
626;923	5;887772922
451;879	4;879012580
752;690	4;891208170
521;159	3;885253904
509;326	4;883591043
756;55	5;875129318
561;705	3;885808000
537;116	3;886029841
655;449	3;887429732
561;652	5;885809312
752;905	2;891207940
537;688	1;886029153
336;475	4;877756934
101;826	3;877136686
726;1014	1;889832744
660;748	3;891197757
639;153	3;891240752
778;230	2;890804025
698;284	1;886368545
399;616	1;882341881
199;539	1;883782509
814;656	3;885410957
639;716	1;891240805
682;64	5;888517011
561;31	2;885809146
655;248	2;888685759
655;1	2;887650876
795;219	3;883252104
736;257	3;878708721
655;26	3;887427338
698;191	2;886367406
656;272	3;892318343
595;346	4;886920576
63;321	3;875746917
262;417	2;879795319
275;624	3;880313679
183;431	2;891467545
578;678	3;888957490
790;378	3;885156934
552;591	3;879222412
601;222	4;876347039
814;100	4;885410957
828;887	4;891033611
181;1321	1;878962200
521;405	2;884476820
637;936	4;882902487
650;576	1;891382877
756;423	3;874830675
246;432	3;884921511
708;412	1;877326159
655;483	4;888685734
745;222	2;880123126
521;748	3;884475618
650;371	2;891387725
682;699	3;888523658
587;989	2;892871438
35;326	3;875459017
761;181	5;876190072
526;751	2;885681958
682;281	3;888520864
756;930	3;874830344
653;152	2;878866951
653;674	3;880151983
13;771	3;882398410
655;1553	4;888474019
13;58	4;882139966
699;298	4;883278699
790;56	4;885155150
682;779	3;888522754
790;401	4;885157621
833;340	5;879818293
833;544	1;875133458
601;131	4;876350766
181;274	4;878962720
727;202	4;883711354
183;177	5;892323452
727;38	1;883712993
207;423	4;875774463
782;243	3;891498381
222;68	4;881059876
762;475	5;878719219
609;408	5;886896185
682;190	4;888519725
537;480	4;886030622
653;215	2;880606619
234;1063	3;892079769
13;687	1;883670705
790;1044	4;885158185
601;1028	2;876347557
774;537	2;888556893
161;69	4;891171657
682;710	3;888521413
101;717	3;877136928
653;300	4;889151716
655;1074	3;891999461
497;758	2;879362292
774;293	1;888559123
792;546	3;877910353
699;13	4;879146941
445;840	1;891200320
650;527	3;891383229
207;1012	3;876109074
682;619	3;888519226
698;153	2;886367586
727;63	2;883713454
13;602	4;884538634
207;535	3;877750595
561;181	3;885807318
405;1509	1;885547557
561;1149	4;885807713
82;235	1;876311517
699;225	3;878882133
693;942	2;875482396
201;715	4;884140382
752;1105	3;891207983
275;22	3;880314528
496;393	1;876069951
693;693	3;875482860
222;78	1;878184899
733;146	3;879536001
486;1094	2;879874838
790;52	4;885156934
363;328	3;891493840
496;484	3;876065382
461;9	5;885356112
655;396	2;887428507
544;310	2;884795264
521;154	2;884478119
782;690	4;891497793
833;546	2;875036354
561;451	2;885810117
693;527	3;875482280
445;744	2;891200272
537;979	2;886030317
655;1647	3;891817435
483;151	2;878952582
445;1011	1;891200320
201;81	1;884140488
401;44	4;891032868
442;176	5;883390284
626;358	1;878771505
262;68	2;879794887
682;654	4;888520799
537;921	3;886031074
750;300	3;879446013
601;1296	1;876346344
537;14	4;886030108
116;307	3;879864042
255;872	4;883215723
782;689	3;891498720
234;653	3;892335108
399;403	3;882350502
206;272	5;888179565
839;237	3;875752317
790;771	4;885158436
655;1005	4;887474605
363;67	1;891498038
790;566	3;885156618
787;304	4;888980193
761;1277	1;876190752
724;361	1;883758241
206;310	5;888179625
82;475	1;884714181
194;393	2;879524007
521;2	3;886063310
660;250	4;891198174
733;221	4;879535265
699;597	3;884152570
380;109	2;885480093
595;298	4;886921166
5;121	4;875635189
655;195	3;887473965
774;834	1;888559013
774;186	3;888556047
451;991	2;879012647
561;56	5;885807291
199;9	5;883782853
637;118	1;882904961
526;742	3;885682562
719;532	3;888449606
655;174	3;888474456
727;91	4;883710396
637;286	5;882900888
650;97	3;891383110
833;161	1;875224515
774;514	2;888555998
790;172	4;885155540
833;156	4;875038775
690;431	2;881179856
183;62	2;891479217
653;11	2;878854145
782;1237	3;891497906
699;1284	3;879147239
601;241	4;876350652
454;204	4;881960504
745;1126	2;880123572
756;1009	4;874827247
683;588	4;893286584
683;887	4;893286261
363;234	3;891495197
650;134	5;891369520
650;476	2;891388080
399;720	3;882348565
782;1477	3;891499344
561;921	3;885810769
693;483	3;875484352
660;62	2;891201243
234;273	3;892336165
40;358	3;889041741
49;93	5;888068912
833;673	4;875224039
101;846	3;877135914
682;582	1;888517816
537;323	1;886029211
790;184	3;885156958
814;185	3;885411030
425;362	3;890346317
650;161	3;891381709
13;630	2;886302261
787;348	4;888979875
637;149	2;882901356
463;508	4;877385125
833;483	4;875122716
531;690	5;887048789
451;325	3;879012721
698;1299	2;886367775
269;831	2;891451611
803;243	1;880055548
733;284	2;879535129
526;331	3;885681935
497;175	4;878759745
833;121	1;875133458
655;702	2;887477262
727;234	2;883711699
149;678	2;883512928
653;194	3;880150260
755;259	3;882570140
730;125	4;880310521
832;181	3;888260089
650;288	3;891369889
795;719	2;883254675
708;846	2;892719269
552;288	2;879221267
609;243	1;886895886
601;132	5;876350104
660;380	2;891201587
222;627	3;878183173
254;584	3;886473283
255;760	1;883216185
792;21	3;877910444
49;8	3;888067691
839;123	3;875752560
490;741	4;875427629
399;380	3;882345164
650;1110	4;891388467
201;568	3;884112245
693;282	4;875482626
655;443	4;887430102
587;351	2;892871683
650;1118	3;891385746
401;582	4;891033523
843;186	2;879447170
693;318	4;875482092
181;1394	1;878961847
713;689	3;888882225
617;604	2;883788955
708;147	4;892719246
774;423	1;888556634
655;116	2;887476999
733;125	2;879535814
496;417	1;876066465
699;181	3;878882082
13;806	5;882140426
254;871	2;886475682
733;1067	5;879535603
682;358	3;888518450
792;1011	3;877910730
454;322	2;881958782
769;824	2;885424511
405;102	1;885548877
363;675	3;891495849
13;675	5;882396955
828;171	3;891036568
795;164	3;883253368
752;270	4;891208077
293;317	4;888906193
698;330	4;886365606
639;59	3;891239658
724;271	2;883757834
655;65	2;887477511
490;919	4;875428765
601;183	4;876348674
222;195	4;878182132
653;511	4;878854100
234;329	2;891033922
181;1115	1;878962774
561;503	4;885808887
782;343	2;891498821
787;311	4;888979605
699;455	3;878882178
778;582	1;891232769
797;50	5;879439314
399;276	3;882510107
761;1	1;876190094
698;507	4;886366611
828;19	5;891035613
17;100	4;885272520
660;207	4;891199620
650;451	2;891384202
655;133	4;888474106
181;1323	1;878962119
595;235	3;886921392
756;135	2;874827884
843;452	2;879443442
833;367	3;875123359
792;1335	4;877910353
205;242	4;888284313
537;333	2;886028707
833;129	3;875035718
201;96	4;884112352
181;1086	1;878962464
246;223	5;884921033
682;366	4;888517896
682;568	3;888522575
814;200	4;885411204
733;820	2;879536608
179;691	3;892151331
363;151	4;891497076
336;628	3;877760374
399;543	3;882509971
293;163	4;888907290
727;993	4;883709750
161;487	3;891171357
833;187	5;875124348
750;269	4;879445755
699;222	3;883884642
761;261	1;876189871
790;1132	2;885158329
655;332	3;888984255
405;943	1;885548633
756;418	3;874829333
795;577	3;883254987
774;240	1;888558787
690;742	3;881179878
693;64	3;875482136
778;262	4;891482843
521;17	1;885254888
544;750	3;884795135
730;15	4;880310264
116;340	3;879864008
790;738	3;885158396
708;1117	4;892719269
729;879	3;893286299
399;55	2;882343171
526;300	2;885682031
787;333	3;888979074
653;763	1;878854906
682;4	3;888521599
650;199	4;891369520
803;748	1;880054885
639;179	1;891239324
729;690	2;893286149
843;298	2;879444531
690;216	4;881177302
405;626	1;885548877
774;300	2;888555792
181;828	1;878963086
778;238	3;890725804
626;268	4;878771355
531;890	1;887049341
782;902	2;891497906
655;96	3;887651060
682;518	4;888517324
637;124	3;882902835
639;237	1;891239296
745;100	5;880122809
727;121	4;883709518
656;338	3;892319359
201;144	4;884112245
837;476	3;875722225
778;780	3;890803133
813;294	1;883752051
380;479	4;885478374
727;248	5;883709207
761;50	5;876189795
442;1188	3;883390609
693;7	4;875483947
442;62	2;883390641
727;210	3;883710123
653;1028	2;880152902
537;196	3;886030831
795;8	5;880569317
682;339	2;888518364
293;1333	4;888905618
268;60	5;875309344
750;688	1;879446013
790;941	3;885157061
194;219	2;879527865
682;420	3;888523115
293;4	4;888906489
719;23	3;888897264
5;374	3;875636905
405;951	1;885548877
727;197	3;883710271
750;358	3;879446216
792;844	4;877910822
655;1506	3;887428871
782;1389	3;891500028
82;496	4;878769992
405;708	1;885546487
837;845	4;875722392
650;141	4;891386210
537;127	5;886030622
790;583	2;885157489
847;290	4;878775523
201;886	1;884110927
26;283	3;891371437
578;258	1;888957735
719;282	4;879358874
683;332	3;893283997
792;24	3;877910091
774;468	2;888556968
790;265	4;885155770
490;292	3;875428185
161;15	2;891172284
234;219	2;892336287
655;1170	3;891585242
521;1013	1;884476820
199;14	4;883783005
293;1209	2;888908117
782;1643	2;891499321
843;665	3;879443482
399;172	3;882342537
682;125	4;888523635
683;690	4;893286260
405;501	3;885548837
161;315	5;891169965
268;3	1;875743161
699;23	4;878883113
690;396	2;881177861
733;287	3;879535129
833;441	1;875224352
595;304	3;886920774
652;282	4;882567294
833;160	5;875124535
727;380	3;883712397
713;313	3;888882179
650;705	4;891371153
790;609	2;885156773
698;144	2;886367586
719;357	4;879360583
843;238	3;879446359
454;124	4;881959960
795;381	2;883774317
719;289	2;877311150
561;403	3;885809690
782;987	3;891499660
843;98	3;879443668
837;220	4;875722007
207;96	3;877847025
102;411	2;892993786
828;57	3;891037640
822;1091	1;891038627
792;476	1;877910206
193;122	1;889127698
587;308	3;892871642
223;984	3;891548987
601;258	5;876346344
683;62	4;893286208
774;521	2;888556483
293;67	3;888907575
682;12	5;888516953
713;347	4;888882337
699;14	3;878881952
363;89	4;891494688
847;185	2;878939503
442;154	4;883389491
681;258	1;885409516
405;529	1;885549543
660;176	3;891199182
774;649	3;888556814
405;861	1;885548275
782;1315	3;891499440
699;308	4;879382955
790;786	3;885157533
727;184	3;883710761
761;258	4;876189585
724;882	1;883758267
537;652	3;886031074
727;154	3;883711567
526;307	2;885681958
745;188	3;880123540
102;334	2;888295889
561;427	4;885807484
828;971	4;891380167
660;349	3;891197757
833;831	1;875297256
234;479	5;892334107
639;216	3;891239528
719;237	2;877917981
792;291	2;877910629
682;234	3;888520705
682;578	3;888522575
727;275	3;883708927
653;233	3;880151599
774;741	1;888558762
756;138	2;874830864
655;662	2;888686011
745;480	3;880123361
269;663	4;891449880
693;215	4;875482860
639;87	3;891239218
102;476	3;892993827
194;72	3;879554100
833;205	4;875122814
828;921	4;891037948
401;312	3;891031784
699;121	3;878882366
790;1	3;884461306
795;200	3;883251581
761;288	4;876189614
561;494	4;885808824
769;258	3;885422650
795;433	4;880588141
405;1581	1;885548579
682;173	4;888521381
445;1199	1;891200447
843;615	3;879446215
601;204	2;876348783
380;554	2;885479754
833;52	3;878078390
699;211	1;878883113
833;204	1;875039255
756;409	2;874830998
660;739	2;891201925
655;285	4;887425936
708;1061	3;892719143
778;195	4;890769370
724;538	2;883757537
729;354	5;893286637
682;724	4;888517948
49;372	4;888069040
782;991	2;891500230
201;855	4;884111873
828;269	4;891033574
787;329	4;888980193
655;1375	3;887426008
660;347	3;891197585
405;38	5;885548093
790;367	4;885156114
660;771	2;891201984
102;396	2;892993735
655;125	2;887426200
207;223	3;880388784
653;121	4;878854769
637;873	1;882899608
425;124	2;878737945
837;225	3;875722371
26;252	3;891385569
13;197	4;881515239
595;1165	1;886921748
194;173	5;879521088
425;976	1;878738992
693;98	4;875483268
405;288	5;885544635
837;274	4;875721989
699;820	2;880696597
442;204	3;883389028
418;333	5;891282520
782;872	2;891498513
639;57	3;891239862
222;154	3;878183747
847;826	3;878939266
833;127	5;875035660
268;290	3;875742866
755;343	3;882570077
727;684	4;883710948
655;1406	3;888984325
782;352	1;891498513
20;143	3;879669040
730;117	3;880310300
813;289	4;883752455
699;717	1;878882511
839;260	2;875751560
833;854	4;875038529
639;958	4;891241052
682;17	3;888520923
733;16	3;879535969
497;1030	1;879363780
839;257	3;875751930
